Departure,Nationality,Destination,Year
MONTEVIDEO,Spanish,ISLA SANTA CATALINA (BRASIL)Y VUELTA,1777
MONTEVIDEO,Spanish,ESPAÑA (CÁDIZ?),1778
CÁDIZ,Spanish,CÁDIZ,1779
CÁDIZ,Spanish,CÁDIZ,1779
MONTEVIDEO,Spanish,CÁDIZ,1794
CÁDIZ,Spanish,MOGADOR,1785
MONTEVIDEO,Spanish,CÁDIZ,1778
MONTEVIDEO,Spanish,CÁDIZ,1778
CÁDIZ,Spanish,CÁDIZ,1779
CÁDIZ,Spanish,ESTRECHO DE MAGALLANES,1785
CÁDIZ,Spanish,ESTRECHO DE MAGALLANES,1785
CÁDIZ,Spanish,ESTRECHO DE MAGALLANES,1785
DESCONOCIDO,Spanish,COSTA PATAGÓNICA,1786
DESCONOCIDO,Spanish,COSTA PATAGÓNICA,1786
ESTRECHO DE MAGALLANES,Spanish,CADIZ,1786
ESTRECHO DE MAGALLANES,Spanish,CÁDIZ,1786
ESTRECHO DE MAGALLANES,Spanish,CÁDIZ,1786
COSTA PATAGÓNICA,Spanish,CÁDIZ,1786
EL FERROL,Spanish,RIO DE LA PLATA,1774
MONTEVIDEO,Spanish,DE LA SOLEDAD (MALVINAS),1774
DE LA SOLEDAD (MALVINAS),Spanish,RIO DE LA PLATA,1774
MONTEVIDEO,Spanish,SANTA CATALINA,1776
EL CALLAO,Spanish,ISLA DE PASCUA,1770
ISLA DE PASCUA,Spanish,CHILOÉ,1770
CHILOÉ,Spanish,ISLA DE PASCUA Y EL CALLAO,1771
ISLA DE PASCUA,Spanish,CHILOÉ,1771
MONTEVIDEO,Spanish,SANTA CATALINA,1778
SANTA CATALINA,Spanish,CÁDIZ,1778
MONTEVIDEO,Spanish,SANTA CATALINA,1777
SANTA CATALINA,Spanish,MONTEVIDEO,1777
MONTEVIDEO,Spanish,CÁDIZ,1778
MONTEVIDEO.,Spanish,CADIZ,1778
CÁDIZ,Spanish,VERACRUZ,1772
CÁDIZ,Spanish,VERACRUZ,1772
CÁDIZ,Spanish,VERACRUZ,1772
VERACRUZ,Spanish,LA HABANA,1772
LA HABANA,Spanish,VERACRUZ,1773
ISLA DEL PRINCIPE,Spanish,CADIZ,1778
LISBOA,Spanish,RIO DE JANEIRO,1782
LA HABANA,Spanish,VERACRUZ,1793
FERROL,Spanish,CÁDIZ,1774
CÁDIZ,Spanish,CARTAGENA (ESPAÑA),1774
CÁDIZ,Spanish,MONTEVIDEO,1774
CÁDIZ,Spanish,VERACRUZ,1774
MONTEVIDEO,Spanish,SANTA CATALINA,1777
ENSENADA DE MONTEVIDEO,Spanish,SANTA CATALINA,1777
SANTA CATHALINA,Spanish,PUERTO DE MONTEVIDEO,1777
PUERTO DE MONTEVIDEO,Spanish,YSLA DE SANTA CATHALINA,1778
PUERTO DE MONTEVIDEO,Spanish,YSLA DE SANTA CATHALINAYSLA DE SANTA CATHALINA,1778
PUERTO DE MONTEVIDEO,Spanish,YSLA DE SANTA CATHALINA,1778
MONTEVIDEO,Spanish,CADIZ,1778
MONTEVIDEO,Spanish,CÁDIZ,1778
SANTA CATALINA,Spanish,CÁDIZ,1778
SANTA CATHALINA,Spanish,CÁDIZ,1778
SANTA CATHALINA,Spanish,CÁDIZ,1778
MONTEVIDEO,Spanish,LA CONCEPCIÓN DE CHILE Y EL CALLAO DE LIMA,1769
EL CALLAO (LIMA),Spanish,CÁDIZ,1772
CARTAGENA,Spanish,STA. CATHALINA (BRASIL),1776
CÁDIZ,Spanish,DESCONOCIDO,1776
SANTA CATALINA(BRASIL),Spanish,DESCONOCIDO,1777
STA. CATHALINA,Spanish,MONTEVIDEO Y VUELTA,1777
SANTA CATALINA(BRASIL),Spanish,DESCONOCIDO,1777
SANTA CATALINA(BRASIL),Spanish,DESCONOCIDO,1777
STA. CATHALINA,Spanish,MONTEVIDEO Y VUELTA,1777
SANTA CATALINA(BRASIL),Spanish,DESCONOCIDO,1777
STA. CATHALINA,Spanish,MONTEVIDEO Y VUELTA,1777
STA. CATHALINA,Spanish,MONTEVIDEO Y VUELTA,1777
CARTAGENA,Spanish,STA. CATHALINA (BRASIL),1778
SANTA CATALINA(BRASIL),Spanish,DESCONOCIDO,1778
SANTA CATHALINA,Spanish,ESPAÑA (CÁDIZ),1778
STA. CATALINA,Spanish,EUROPA (CÁDIZ?),1778
STA. CATHALINA,Spanish,MONTEVIDEO Y VUELTA,1778
MONTEVIDEO,Spanish,ISLA DE SANTA CATALINA,1777
SANTA CATALINA,Spanish,MONTEVIDEO,1777
MONTEVIDEO,Spanish,BAHÍA DE CÁDIZ,1778
St Helena,British,Downs UK,1797
Cape Laguallas,British,UK,1750
Plymouth,British,Madeira,1770
Trincomalee,British,Table Bay,1777
Table Bay,British,St Helena,1778
St Helena,British,Spithead,1778
Cork,British,Antigua,1779
Jamaica,British,Spithead,1780
Spithead,British,Placentia,1750
Lisbon,British,Sherness,1750
Falmouth,British,Placentia harbour,1751
Placentia harbour,British,Lisbon,1751
Lisbon,British,Woolwich,1751
Cape Verde,British,Spithead,1759
Spithead,British,Aquofort Harbour, Newfoundland,1759
Willemsoord,Dutch,Batavia,1842
Java,Dutch,Willemsoord,1842
Nederland,Dutch,Cadiz,1846
Cadiz,Dutch,Nederland,1846
Nederland,Dutch,Noordzee,1847
Nederland,Dutch,Noordzee,1848
Nederland,Dutch,Batavia,1848
Batavia,Dutch,Nederland,1849
La Coruña,Spanish,Montevideo,1768
Montevideo,Spanish,La Coruña,1769
La Coruña,Spanish,Montevideo,1769
Montevideo,Spanish,La Coruña,1770
La Coruña,Spanish,Montevideo,1771
Montevideo,Spanish,La Coruña,1771
La Coruña,Spanish,Montevideo,1772
La Coruña,Spanish,Montevideo,1772
Montevideo,Spanish,La Coruña,1772
La Coruña,Spanish,Montevideo,1773
Montevideo,Spanish,La Coruña,1773
La Coruña,Spanish,Montevideo,1774
Montevideo,Spanish,La Coruña,1774
La Coruña,Spanish,Montevideo,1775
Montevideo,Spanish,La Coruña,1775
La Coruña,Spanish,Montevideo,1776
Montevideo,Spanish,La Coruña,1776
La Coruña,Spanish,Montevideo,1777
Montevideo,Spanish,La Coruña,1778
La Coruña,Spanish,Montevideo,1780
Montevideo,Spanish,La Coruña,1781
La Coruña,Spanish,Montevideo,1781
Montevideo,Spanish,La Coruña,1782
Java,British,UK,1750
Cape St Nicholas,British,Bermuda,1779
Nederland,Dutch,Batavia,1847
Table Bay,British,Calicut,1808
Bombay,British,Achean Road,1808
Achean Head,British,Bombay,1808
Nieuwediep,Dutch,Batavia,1848
Rotterdam,Dutch,Batavia,1840
Batavia,Dutch,Rotterdam,1840
Rotterdam,Dutch,Batavia,1841
Batavia,Dutch,Rotterdam,1842
Rotterdam,Dutch,Batavia,1843
Batavia,Dutch,Rotterdam,1844
Rotterdam,Dutch,Batavia,1845
Batavia,Dutch,Rotterdam,1845
Rotterdam,Dutch,Batavia,1847
Batavia,Dutch,Rotterdam,1848
Boston,British,Savanah Georgia,1776
Plymouth,British,Madras,1803
Penang,British,St Helena,1804
Table Bay,British,Portsmouth,1808
Texel,Dutch,Batavia,1755
Hellevoetsluis,Dutch,St Eustacius,1761
St Eustacius,Dutch,Curacao,1761
Curacao,Dutch,Hellevoetsluis,1761
Schiedam,Dutch,Spitsbergen,1778
Spitsbergen,Dutch,Schiedam,1778
Schiedam,Dutch,Spitsbergen,1779
Spitsbergen,Dutch,Hellevoetsluis,1779
Schiedam,Dutch,northerly fishing grounds,1787
northerly fishing grounds,Dutch,Schiedam,1787
Schiedam,Dutch,northerly fishing grounds,1788
northerly fishing grounds,Dutch,Schiedam,1788
Schiedam,Dutch,northerly fishing grounds,1789
northerly fishing grounds,Dutch,Schiedam,1789
Texel,Dutch,Bengal,1767
Kaap de Goede Hoop,Dutch,Bay of Bengal,1767
Nederland,Dutch,Suriname,1848
Hellevoetsluis,Dutch,Del Fuego,1786
Del Fuego,Dutch,Zuid Afrika,1786
South Africa,Dutch,Colombo,1786
Colombo,Dutch,Batavia,1786
Batavia,Dutch,Kaap de Goede Hoop,1788
Kaap de Goede Hoop,Dutch,Hellevoetsluis,1789
Hellevoetsluis,Dutch,Tafelbaai,1791
Tafelbaai,Dutch,Cork,1793
Hellevoetsluis,Dutch,Kaap de Goede Hoop,1794
Kaap de Goede Hoop,Dutch,Noorwegen,1795
Hellevoetsluis,Dutch,Hellevoetsluis via Kaap de Goede Hoop en Noorwegen,1794
Madeira,British,Brunswick,1750
Brunswick,British,Cape Fear,1750
Cape Fear,British,Makinda Creek,1751
Cadiz,British,Charleston,1751
Brunswick,British,Baltimore harbour,1753
Plymouth,British,Barbados,1792
Peter's Island (West Indies),British,Downes,1793
Port Royal,British,Downes,1796
Falmouth,British,Port Royal,1800
Port Royal,British,Plymouth,1800
Falmouth,British,Demerara,1800
Plymouth,British,Madras,1761
Diego Rays,British,Table Bay,1761
Table Bay,British,Madras,1762
Java Head,British,Madras,1764
Ceylon,British,St. Marys Road Madagascar,1764
St Marys, Madagascar,British,Table Bay,1764
Table Bay,British,Plymouth,1765
Madeira,British,Jamaica,1770
Guernsey,British,Monserrat,1773
Caicos,British,UK,1775
Lisbon ,British,UK,1751
England,British,Gibraltar,1752
Lisbon,British,England,1753
England,British,Madeira,1755
Madeira,British,Virginia,1755
Virginia,British,Spithead,1755
Portsmouth,British,Newfoundland,1756
St Johns,British,Lisbon,1756
Lisbon,British,England,1757
Java Head,British,UK,1763
Antigua,British,Spithead,1773
Spithead,British,Madras,1774
Kedgeree,British,Malacca,1776
Malacca,British,Macao,1776
Macao,British,Malacca,1776
Malacca,British,Madras,1777
Gravesend,British,Churchill,1779
Churchill,British,Gravesend,1779
Gravesend,British,York Factory,1780
York Factory,British,Gravesend,1781
Table Bay,British,Plymouth,1783
Gravesend,British,York Factory,1787
York Factory,British,Gravesend,1787
Gravesend,British,York Factory,1788
York Factory,British,Gravesend,1788
Gravesend,British,York Factory,1790
York Factory,British,Gravesend,1790
Gravesend,British,York Factory,1791
York Factory,British,Gravesend,1791
Gravesend,British,York Factory,1792
York Factory,British,Gravesend,1792
Port Royal Jamaica,British,UK,1802
Plymouth,British,Boston,1775
Nederland,Dutch,Suriname,1802
Plymouth (England),British,Plymouth (Monserrat),1752
Bahamas,British,Spithead,1756
Port Antonio,British,Downs,1794
Spithead,British,Halifax,1794
Gibraltar,British,Port au Prince,1795
Plymouth,British,Carlisle Bay, Barbados,1800
Basse Terre,British,Martinique,1800
Prince Rupert Bay, Dominica,British,Downs,1802
Bombay,British,St Helena,1752
Plymouth,British,Madeira,1763
Anguilla,British,Plymouth,1764
Plymouth,British,Maderia,1765
St Thomas (Sao Tome),British,Plymouth,1765
Table Bay,British,Spithead,1750
St Thomas, Gulf of Guinea,British,Carlisle Bay,1795
Fort Royal, Martinique,British,Prince Rupert Bay,1795
Prince Rupert Bay,British,Fort Royal,1796
Cork,British,Cabendar Road,1796
Cape Nicholas,British,Downs,1798
Princes Island,British,St Georges Bay, Grenada,1798
Cape Nicholas,British,Downs,1798
Table Bay,British,Mocha,1801
VoyageFrom,Nationality,VoyageTo,NaN
Spithead,British,Madeira,1753
Madeira,British,Antigua,1753
Antigua,British,Charles Town,1753
Charlestown,British,Hampton Road (Virginia),1754
Hampton Road (Virginia),British,Chibucto Harbour (Halifax),1754
Hampton Road (Virginia),British,Halifax (Chibucto Harbour),1754
Chibucto Harbour (Halifax),British,Sandy Hook (New York),1754
Sandy Hook (New York),British,York in Virginia,1754
York in Virginia,British,Charlestown,1754
Charles Town,British,Providence (Bahamas),1754
Matanzes (Cuba),British,Deptford,1757
Texel,Dutch,Kaap de Goede Hoop,1796
Texel,Dutch,Rio de Janeiro,1820
Rio de Janeiro,Dutch,Batavia,1821
Batavia,Dutch,Hellevoetsluis,1824
Ceylon,Dutch,Batavia,1757
Batavia,Dutch,Punto Gale,1757
Cochin,Dutch,Batavia,1758
Batavia,Dutch,Texel,1758
Holland,Dutch,Gujana,1783
Gujana,Dutch,Holland,1784
Holland,Dutch,Gujana,1784
Gujana,Dutch,Holland,1785
Batavia,Dutch,Kaap de Goede Hoop,1756
Amsterdam,Dutch,Suriname,1761
Suriname,Dutch,Amsterdam,1761
Texel,Dutch,Elmina,1762
Prinsse Eiland,Dutch,Suriname,1762
Suriname,Dutch,Curacao,1763
Curacao,Dutch,Nederland,1763
Rotterdam,Dutch,Soerabaya,1839
Soerabaya,Dutch,Batavia,1839
Batavia,Dutch,Azoren,1839
Azoren,Dutch,Hellevoetsluis,1840
Java Head,British,UK,1750
Plymouth,British,Boston,1774
Plymouth,British,Boston,1774
Halifax,British,Torbay,1776
UK,British,New York,1777
Schiedam,Dutch,Oost Indie,1844
Oost Indie,Dutch,Schiedam,1844
Rotterdam,Dutch,Batavia,1846
Batavia,Dutch,Rotterdam,1846
Rotterdam,Dutch,New York,1847
New York,Dutch,Londen,1847
Nieuwediep,Dutch,Batavia,1751
Batavia,Dutch,Ceylon,1753
Punte Gale,Dutch,Mazulipatnam,1753
Nagapatnam,Dutch,Coromandel,1753
Coromandel,Dutch,Gale,1753
Bengalen,Dutch,Batavia,1755
Ceserijen,Dutch,Batavia,1755
Plymouth,British,Funchal,1823
Teneriffe,British,Rio de Janeiro,1823
Rio de Janeiro,British,Cape of Good Hope,1824
Simons Bay,British,Rio de Janeiro,1824
Rio de Janeiro,British,Montevideo,1824
St Johns Road (Antigua),British,UK,1750
Cadiz,British,Portsmouth ,1750
Lizard,British,Cape St Marie,1750
Cadiz,British,Tennerife,1750
Tennerife,British,Cadiz,1750
Downs,British,Caymans Bay (Cape),1795
Caymans Bay (Cape),British,Bahia,1795
Bahia,British,False Bay,1795
False Bay,British,St Helena,1795
Table Bay,British,Madras,1795
Table Bay,British,St Helena,1797
St Helena,British,Table Bay,1797
Table Bay,British,St Helena,1798
St Helena,British,Spithead,1799
Amsterdam,Dutch,Kaapstad,1802
Kaapstad,Dutch,Bergen,1803
Lizard,British,Madeira,1765
Madeira,British,Senegal River,1765
Senegal River,British,Lizard,1765
Virginia,British,Spithead,1766
Antigua,British,UK,1771
St Thomas, Gulf of Guinea,British,Spithead,1795
Lisbon,British,Hampton Road, Virginia,1797
Spithead,British,New York,1798
Hampton Road,British,Halifax,1799
Halifax,British,Calisle Bay, Barbados,1799
St Johns, Antigua,British,Halifax,1800
Vlissingen,Dutch,Suriname,1763
Suriname,Dutch,Curacao,1764
Curacao,Dutch,Vlissingen,1764
St Vincent ,British,Liverpool,1818
Nieuwediep,Dutch,Batavia,1854
Batavia,Dutch,Nieuwediep,1854
Amsterdam,Dutch,Batavia,1837
Batavia,Dutch,Amsterdam,1838
Amsterdam,Dutch,Batavia,1838
Batavia,Dutch,Amsterdam,1839
Amsterdam,Dutch,Batavia,1839
Batavia,Dutch,Padang,1840
Padang,Dutch,Amsterdam,1840
Amsterdam,Dutch,Batavia,1844
Batavia,Dutch,Amsterdam,1844
Amsterdam,Dutch,Batavia,1845
Batavia,Dutch,Amsterdam,1845
Amsterdam,Dutch,Batavia,1847
Batavia,Dutch,Amsterdam,1847
Amsterdam,Dutch,Batavia,1848
Banjouwangie,Dutch,Amsterdam,1849
Nederland,Dutch,Newport,1851
Newport,Dutch,St Thomas,1851
St Thomas,Dutch,Belize,1851
Belize,Dutch,Nederland,1852
Zierikzee,Dutch,Batavia,1846
Batavia,Dutch,Zierikzee,1846
Zierikzee,Dutch,Batavia,1847
Patjitan,Dutch,Middelburg,1847
Zierikzee,Dutch,Batavia,1848
Batavia,Dutch,Zierikzee,1849
New Port,Dutch,Valparaiso,1850
Valparaiso,Dutch,Panama,1850
Panama,Dutch,Lima,1851
Lima (Pisco),Dutch,Cork,1851
New Castle,Dutch,Singapore (via Anger),1852
Singapore,Dutch,Batavia,1852
Batavia,Dutch,Zierikzee,1853
Portsmouth,British,Madeira,1769
Madeira,British,Table Bay,1769
Table Bay,British,Ceylon,1769
Muscat,British,Bombay,1770
Madras,British,Trincomalee,1771
Trincomalee,British,Mauritius,1771
Mauritius,British,Spithead,1771
Spithead,British,Funchal,1797
Funchal,British,Spithead,1797
Plymouth,British,St Helena,1796
St Helena,British,Downs,1796
Rammekens,Dutch,Kust van Afrika,1791
Elmina,Dutch,Suriname,1792
Paramaribo,Dutch,Middelburg,1792
Rammekens,Dutch,Kust van Afrika,1791
Rammekens,Dutch,Kust van Afrika,1791
Rammekens,Dutch,Kust van Afrika,1791
Middelburg,Dutch,Kaap de Goede Hoop,1793
Spithead,British,Simon's Bay,1797
Simon's Bay,British,Cape St Mary,1798
Table Bay,British,St Helena,1799
St Helena,British,Table Bay,1799
Table Bay,British,Mauritius,1800
St Marys Madagascar,British,Simons Bay,1800
Table Bay,British,Trinidade,1800
Trinidade,British,River Plate,1800
Cape St Mary (S America),British,Table Bay,1801
Table Bay,British,Spithead,1801
Middelburg,Dutch,Ceylon,1784
UK,British,Saugor Roads,1813
Saugor Roads,British,Spithead,1813
Spithead,British,Nassau, Bahamas,1801
Nassau, Bahamas,British,Spithead,1802
Spithead,British,Port Royal,1802
Texel,Dutch,Bengal,1786
Casserijen,Dutch,Texel,1787
Amsterdam,Dutch,Batavia,1853
Batavia,Dutch,Nieuwediep,1854
Gravesend UK,British,Cape Land,1751
Table Bay,British,Bombay,1751
St Helena,British,Woolwich UK,1753
Boston  ,British,Lizard,1752
Lizard,British,Halifax,1754
Spithead,British,Madras,1794
Table Bay,British,UK,1802
Nederland,Dutch,Sierra Leone,1828
St George d'Elmina,Dutch,Rio de Janeiro,1828
Rio de Janeiro,Dutch,Rio de la Plata,1828
Rio de la Plata,Dutch,Rio de Janeiro,1828
Rio de Janeiro,Dutch,Curacao,1828
Curacao,Dutch,Vera Cruz,1829
Vera Cruz,Dutch,Havanna,1829
Havanna,Dutch,Vlissingen,1829
Vlissingen,Dutch,Axim,1829
Princes eiland,Dutch,Rio de Janeiro,1830
Rio de Janeiro,Dutch,St Eustatius,1830
St Eustatius,Dutch,Curacao,1830
Curacao,Dutch,Havannah,1830
Havannah,Dutch,Vlissingen,1830
New London, Connecticut,British,Plymouth,1815
Suriname,Dutch,Texel,1759
Texel,Dutch,Suriname,1760
Hellevoetsluis,Dutch,Paramaribo,1847
Paramaribo,Dutch,Hellevoetsluis,1849
Hellevoetsluis,Dutch,Batavia,1850
Cadiz,British,Spithead,1775
Portsmouth,British,Maderia,1750
Madeira,British,Cape St Maries,1750
Cape St Maries,British,Sierra Leone,1750
The Bananas,British,Dixcove,1750
Accrah,British,Southsea,1751
Tagus Lisbon,British,St Johns,1797
St Johns on a cruise to Bermuda and back,British,St Johns,1797
Vlissingen,Dutch,Cabo de Goede Hoop,1793
Nieuwediep,Dutch,Batavia,1836
Banjoemangie,Dutch,Nieuwediep,1837
Nieuwediep,Dutch,Batavia,1837
Batavia,Dutch,Nieuwediep,1838
Fort William,British,Malacca Town,1750
Malacca Town,British,Monopin Hill,1750
Mallaca Town,British,Monopin Hill,1750
Palembang River,British,Batowia Road,1750
Batavia Road,British,Cherebon Road,1750
Fort St Davids Road,British,Unknown,1751
Unknown,British,Fort St Davids Road,1752
Fort St Davids Road,British,St Hellena,1752
St Hellena,British,UK,1752
Spithead,British,St Jago,1771
St Jago,British,St Helena,1771
St Helena,British,Madras,1771
Point Palmiras,British,Madras,1772
Surat,British,Muscat,1773
Muscat,British,Bombay,1773
Mapulipatam,British,Cuddalore,1773
Trincomalee,British,Port Louis,1775
Table Bay,British,Tillicherry,1775
Halifax,British,Bermuda,1799
Bermuda,British,Halifax,1799
Halifax,British,Bermuda,1799
Bermuda,British,New Providence Bahamas,1800
New Providence Bahamas,British,Bermuda,1800
Bermuda,British,Mona Island,1800
Mona Island,British,Hampton Road Virginia,1800
Mona Island,British,Hampton Road, Virginia,1800
Spithead,British,Havana,1763
Plymouth,British,Madeira,1766
Madeira,British,Porto Praya,1766
Porto Praya,British,Port Egmont, Falkland Islands,1766
Carlisle Bay Falkland Islands,British,Plymouth,1769
Equator,British,Madras,1794
Lagos Bay,British,Antigua to Gibraltar,1805
Plymouth,British,Murrays Anchorage, Bermuda,1807
Halifax,British,Fayal,1808
Fayal,British,Halifax,1808
Table Bay,British,Madras,1796
Madras - Balasore,British,Madras,1797
Trincomalee,British,Lisbon,1802
Unknown,British,Bombay,1750
Spithead,British,Funchal Road (Madeira),1754
Funchal Road (Madeira),British,Virginia,1755
New York,British,Boston,1755
The Mannan,British,Charles Town,1755
Charlestown,British,Portsmouth,1756
Spithead,British,Gibralter,1756
Gibralter,British,Spithead,1758
Cork,British,Carlise Bay,1801
Port Royal Jamica,British,Plymouth,1802
CÁDIZ,Spanish,AMÉRICA,1782
Bombay,British,Unknown,1751
Bombay,British,Table Bay,1751
Texel,Dutch,Bengal,1776
La Coruña,Spanish,Montevideo,1779
Montevideo,Spanish,La Coruña,1780
La Coruña,Spanish,Montevideo,1782
Montevideo,Spanish,La Coruña,1782
Rotterdam,Dutch,Batavia,1842
Batavia,Dutch,Rotterdam,1843
Rotterdam,Dutch,Batavia,1843
Batavia,Dutch,Rotterdam,1843
Rotterdam,Dutch,Makassar,1844
Makassar,Dutch,Batavia,1844
Batavia,Dutch,Rotterdam,1845
Rotterdam,Dutch,Batavia,1847
Batavia,Dutch,Tjilatjap,1847
Batavia,Dutch,Tjilatjap,1847
Rotterdam,Dutch,Makassar,1850
Rotterdam,Dutch,Makassar,1850
Rotterdam,Dutch,Makassar,1850
Makassar,Dutch,Macao,1850
Macao,Dutch,Batavia,1851
Batavia,Dutch,Macao,1851
Macao,Dutch,San Francisco,1852
San Francisco,Dutch,Kema,1852
Kema,Dutch,Makassar,1852
Makassar,Dutch,Manila,1852
Manilla,Dutch,Batavia,1852
Plymouth,British,St. Augustines, Madagascar,1761
Madagascar,British,Table Bay,1761
Table Bay,British,Plymouth,1762
Spithead,British,Barbados,1793
Cape Caravella, Martinique,British,Port Louis, Martinique,1794
Spithead,British,Madras,1801
Spithead,British,Madras,1801
Acheen,British,Madras,1802
Madras,British,Acheen,1802
Madras,British,Penang,1802
Penang,British,Calcutta,1803
Spithead,British,Sumba (off Java),1790
Penang,British,Downs via St Helena,1800
Portsmouth,British,Penang via St Helena,1804
Downs,British,Bombay,1819
Java Head,British,Portsmouth,1820
Nieuwediep,Dutch,Batavia,1841
Batavia,Dutch,Nieuwediep,1841
Plymouth,British,St Helena,1777
St Helena,British,Plymouth,1777
Kinsale,British,Halifax,1778
Kinsale ,British,Halifax,1778
Halifax,British,Plymouth,1778
Lissabon,Dutch,Mesurado,1787
Mesurado,Dutch,La Hou,1787
La Hou,Dutch,Appolonia,1787
Acara,Dutch,Paramaribo,1787
Paramaribo,Dutch,St Eustatius,1788
Texel,Dutch,Santa Croix,1789
Santa Croix,Dutch,Porto Prayo,1789
Porto Prayo,Dutch,Simonsbaaij,1789
Simonsbaaij,Dutch,Batavia,1789
Batavia,Dutch,Texel,1792
Spithead,British,Halifax,1790
Motherbank,British,Bengal,1807
Madras,British,Motherbank,1808
Motherbank,British,Madras,1810
Bengal,British,Downs,1810
Portsmouth,British,Madras,1812
St Helena,British,Downs,1813
Motherbank,British,Madras,1814
Point de Galle,British,Downs,1815
Bali (Java),British,UK,1760
Spithead,British,Fort St George,1762
Ingerlee,British,Spithead,1763
Downs,British,Madras,1765
Java Head,British,Falmouth,1766
Downs,British,Christmas Island,1768
Java Head,British,St Helena,1769
Plymouth,British,Halifax (Chabukta Harbour),1752
Plymouth,British,Halifax (Chabukta Harbour),1753
Halifax (Chabukta Harbour),British,Lisbon,1753
Lisbon,British,Plymouth,1753
Rio de Janeiro,British,Falmouth,1808
Downs ,British,Colombo,1802
Quilon,British,Downs,1803
Portsmouth,British,Diamond Harbour, Bengal,1804
Diamond Harbour, Bengal,British,Downs,1805
Simon's Bay,British,St Catharine's (South America),1800
Simon's Bay,British,Bombay,1801
Bombay,British,Simons Bay,1802
Table Bay,British,Back Bay, Trincomalee,1803
Back Bay, Trincomalee,British,Benkulen,1804
Benkulen,British,Rodriguez,1804
Flat Island, Mauritius,British,St Marys Madagascar,1804
St Marys Madagascar,British,Point de Galle Road, Ceylon,1804
Goa Road,British,Mathurin Bay, Rodiguez,1805
Mauritius,British,Madras,1805
Anjengo,British,Downs,1806
St Hellens,British,Spihead (cruising),1795
Spithead,British,Madras,1796
Gibraltar,British,Virginia,1750
Virginia,British,Cadiz,1753
Connecticutt,British,Cadiz,1755
Long Bay Jamaica,British,Spithead,1795
Texel,Dutch,Plymouth,1837
Plymouth,Dutch,Batavia,1838
Texel,Dutch,Kaap de Goede Hoop,1796
Table Bay,British,Spithead,1797
Nore ,British,Barbados,1800
St Kitts,British,Spithead,1802
Vlissingen,Dutch,Rio de Janeiro,1817
Rio de Janeiro,Dutch,Batavia,1817
Beachy Head,British,Canton,1750
Canton,British,Tillicherry,1750
Singapore Straight,British,Wampoe,1751
Java,British,UK,1752
Plymouth,British,Barbados,1790
Spithead,British,Cadiz,1795
Cadiz,British,Spithead,1795
Santa Cruz,British,Spithead,1796
Spithead,British,Santa Cruz,1796
Plymouth,British,Table Bay,1797
Simons Bay,British,Downs,1798
England,British,Madeira,1754
Madeira,British,Barbados,1754
Antigua,British,Barbados,1755
Antigua,British,Barbados,1755
Cape Nicholas (Santo Domingo),British,Charlestown,1764
St Augustine (Florida),British,Charlestown,1764
Charlestown,British,Deptford,1766
Plymouth,British,Madeira,1769
Madeira,British,Basse Terre,1769
Nieuwediep,Dutch,Batavia,1835
Banjoewangi,Dutch,Nieuwediep,1836
Texel,Dutch,Batavia,1836
Banjoewangie,Dutch,Nieuwediep,1838
Nieuwediep,Dutch,Batavia,1843
Batavia,Dutch,St. Helena,1844
St Helena,Dutch,Nieuwediep,1844
Madeira,British,New York,1770
New York,British,Boston,1770
Falmouth,British,Cadiz,1771
Cork,British,Funchal,1824
Funchal,British,Rio de Janeiro,1824
Rio de Janeiro,British,Maldonado,1824
Maldonado,British,Rio de Janeiro,1824
Rio de Janeiro,British,Spithead,1824
Portsmouth,British,Funchal,1827
Funchal,British,Porta Praya,1827
Porta Praya,British,Table Bay,1827
Torbay,British,Carlisle Bay,1802
Middelburg,Dutch,Ceylon,1790
Spithead,British,Carlisle Bay,1799
Nederland,Dutch,Java,1846
Java,Dutch,Nederland,1847
Nederland,Dutch,Nederlands Indië,1849
Nederlands Indië,Dutch,Nederland,1850
Urk,Dutch,St Eustatius,1778
St Eustatius,Dutch,Texel,1779
Portugal,Dutch,Soerabaija,1845
Soerabaija,Dutch,Rotterdam,1846
Nederland,Dutch,Batavia,1848
Soerabaija,Dutch,Rotterdam,1848
Rotterdam,Dutch,Batavia,1850
Soerabaja,Dutch,Rotterdam,1851
Holland,Dutch,Batavia,1838
Batavia,Dutch,Holland,1839
Nieuwendiep,Dutch,Batavia,1845
Batavia,Dutch,Nieuwendiep,1845
Rotterdam,Dutch,Java,1849
Java,Dutch,Rotterdam,1849
Rotterdam,Dutch,Java,1843
Java,Dutch,Rotterdam,1843
Texel,Dutch,Valsbaai,1783
Kaapstad,Dutch,Batavia,1783
Batavia,Dutch,Ceylon,1785
Ceylon,Dutch,Rotterdam,1786
CADIZ,Spanish,CABO BUENA ESPERANZA,1775
CÁDIZ,Spanish,CABO BUENA ESPERANZA,1775
LA HABANA,Spanish,CANAL DE BAHAMA,1789
LA HABANA,Spanish,CÁDIZ,1794
LA HABANA,Spanish,CANAL DE BAHAMA,1789
LA HABANA,Spanish,CANAL DE BAHAMA,1789
PUERTO RICO,Spanish,VERACRUZ,1794
VERACRUZ,Spanish,LA HABANA,1794
LA HABANA,Spanish,CÁDIZ,1794
Madeira,British,Madras,1777
Madras,British,St Helena,1778
St. Helena,British,Duins,1793
Bantam,Dutch,Kaap de Goede Hoop,1788
Curacao,Dutch,Fruxillo,1827
